ticker,effective_date,sim_datetime,price,value
SPX,2025-01-31,2025-01-31 13:20:00,5997.500000,-36.826139
SPX,2025-01-31,2025-01-31 13:20:00,6000.000000,-40.534607
SPX,2025-01-31,2025-01-31 13:20:00,6002.500000,-42.585067
SPX,2025-01-31,2025-01-31 13:20:00,6005.000000,-42.677018
SPX,2025-01-31,2025-01-31 13:20:00,6007.500000,-40.615683
SPX,2025-01-31,2025-01-31 13:20:00,6010.000000,-36.344880
SPX,2025-01-31,2025-01-31 13:20:00,6012.500000,-29.968133
SPX,2025-01-31,2025-01-31 13:20:00,6015.000000,-21.754040
SPX,2025-01-31,2025-01-31 13:20:00,6017.500000,-12.123920
SPX,2025-01-31,2025-01-31 13:20:00,6020.000000,-1.622113
SPX,2025-01-31,2025-01-31 13:20:00,6022.500000,9.128188
SPX,2025-01-31,2025-01-31 13:20:00,6025.000000,19.478709
SPX,2025-01-31,2025-01-31 13:20:00,6027.500000,28.813217
SPX,2025-01-31,2025-01-31 13:20:00,6030.000000,36.601350
SPX,2025-01-31,2025-01-31 13:20:00,6032.500000,42.442996
SPX,2025-01-31,2025-01-31 13:20:00,6035.000000,46.098452
SPX,2025-01-31,2025-01-31 13:20:00,6037.500000,47.501451
SPX,2025-01-31,2025-01-31 13:20:00,6040.000000,46.754335
SPX,2025-01-31,2025-01-31 13:20:00,6042.500000,44.106812
